Id,MSZoning,Neighborhood,Street,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
1396,RL,Timber,Pave,12665,8,5,2005,2482,4,2,9,3,642,Normal,281213
1398,RM,BrkSide,Pave,6120,5,8,1920,1513,4,1,8,1,180,Normal,137500
1399,RL,NAmes,Pave,7200,5,4,1950,1904,3,1,7,1,240,Normal,138000
1400,RL,SWISU,Pave,6171,6,6,1925,1608,3,2,7,1,216,Normal,137450
1401,RM,BrkSide,Pave,6000,6,7,1929,1158,3,1,5,1,208,Normal,120000
1402,RL,Gilbert,Pave,7415,6,5,2004,1593,3,2,8,2,398,Normal,193000
1403,RL,CollgCr,Pave,6762,7,5,2006,1294,2,2,6,2,662,Partial,193879
1404,RL,Somerst,Pave,15256,8,5,2007,1464,3,2,6,3,754,Normal,282922
1405,RL,OldTown,Pave,10410,3,4,1915,1214,3,1,6,3,936,Family,105000
1406,RM,Crawfor,Pave,3842,8,5,2004,1646,2,2,5,2,482,Normal,275000
1407,RL,CollgCr,Pave,8445,5,7,1972,768,2,1,5,2,396,Normal,133000
1408,RL,Mitchel,Pave,8780,5,5,1985,833,3,1,5,0,0,Normal,112000
1409,RM,OldTown,Pave,7740,4,7,1910,1363,3,1,6,2,528,Normal,125500
1411,RL,CollgCr,Pave,12420,7,5,2001,1840,3,2,6,2,622,Normal,230000
1412,RL,NAmes,Pave,9600,6,8,1950,1668,3,1,6,1,271,Normal,140000
1413,RL,NAmes,Pave,7200,4,5,1949,1040,2,2,6,2,420,Normal,90000
1414,RL,SawyerW,Pave,10994,8,5,2005,1844,2,2,7,2,620,Abnorml,257000
1415,RL,BrkSide,Pave,13053,6,7,1923,1848,4,1,8,2,370,Normal,207000
1416,RL,Blmngtn,Pave,3635,7,5,2007,1569,1,2,7,3,660,Normal,175900
1417,RM,OldTown,Pave,11340,4,6,1885,2290,4,2,11,2,560,Normal,122500
1419,RL,NAmes,Pave,9204,5,5,1963,1144,3,1,6,1,336,Normal,124000
1420,RL,Crawfor,Pave,16381,6,5,1969,1844,3,2,7,2,540,Normal,223000
1421,RL,NWAmes,Pave,11700,6,6,1968,1416,3,2,7,2,776,Normal,179900
1422,RL,NPkVill,Pave,4043,6,5,1977,1069,2,2,4,2,440,Normal,127500
1423,RM,CollgCr,Pave,4435,6,5,2003,848,1,1,3,2,420,Normal,136500
1425,RL,NAmes,Pave,9503,5,5,1958,1344,2,1,6,1,484,Normal,144000
1426,RL,NAmes,Pave,10721,6,6,1959,1252,3,1,7,2,528,Normal,142000
1427,RL,NoRidge,Pave,10944,7,5,1994,2127,3,2,5,2,525,Normal,271000
1428,RL,NAmes,Pave,10930,5,6,1945,1558,3,1,6,1,288,Normal,140000
1429,RM,OldTown,Pave,7200,5,7,1940,804,2,1,4,1,240,Abnorml,119000
1430,RL,NWAmes,Pave,12546,6,7,1981,1440,3,2,7,2,467,Normal,182900
1432,RL,NPkVill,Pave,4928,6,6,1976,958,2,2,5,2,440,Normal,143750
1433,RL,OldTown,Pave,10800,4,6,1927,968,4,2,5,1,216,Normal,64500
1434,RL,Gilbert,Pave,10261,6,5,2000,1792,3,2,8,2,451,Normal,186500
1435,RL,Mitchel,Pave,17400,5,5,1977,1126,3,2,5,2,484,Normal,160000
1436,RL,NAmes,Pave,8400,6,9,1962,1537,3,1,7,2,462,Abnorml,174000
1437,RL,NAmes,Pave,9000,4,6,1971,864,3,1,5,2,528,Normal,120500
1439,RM,OldTown,Pave,7407,6,7,1957,1236,2,1,6,2,923,Normal,149700
1440,RL,NWAmes,Pave,11584,7,6,1979,1725,3,2,6,2,550,Normal,197000
1441,RL,Crawfor,Pave,11526,6,7,1922,2555,3,2,11,2,672,Normal,191000
1442,RM,CollgCr,Pave,4426,6,5,2004,848,1,1,3,2,420,Normal,149300
1443,FV,Somerst,Pave,11003,10,5,2008,2007,3,2,10,3,812,Normal,310000
1444,RL,BrkSide,Pave,8854,6,6,1916,952,2,1,4,1,192,Normal,121000
1445,RL,CollgCr,Pave,8500,7,5,2004,1422,3,2,7,2,626,Normal,179600
1446,RL,Sawyer,Pave,8400,6,5,1966,913,3,1,6,1,240,Normal,129000
1448,RL,CollgCr,Pave,10000,8,5,1995,2090,3,2,8,2,556,Normal,240000
1449,RL,Edwards,Pave,11767,4,7,1910,1346,2,1,6,1,384,Normal,112000
1450,RM,MeadowV,Pave,1533,5,7,1970,630,1,1,3,0,0,Abnorml,92000
1451,RL,NAmes,Pave,9000,5,5,1974,1792,4,2,8,0,0,Normal,136000
1452,RL,Somerst,Pave,9262,8,5,2008,1578,3,2,7,3,840,Partial,287090
1453,RM,Edwards,Pave,3675,5,5,2005,1072,2,1,5,2,525,Normal,145000
1454,RL,Mitchel,Pave,17217,5,5,2006,1140,3,1,6,0,0,Abnorml,84500
1455,FV,Somerst,Pave,7500,7,5,2004,1221,2,2,6,2,400,Normal,185000
1456,RL,Gilbert,Pave,7917,6,5,1999,1647,3,2,7,2,460,Normal,175000
1457,RL,NWAmes,Pave,13175,6,6,1978,2073,3,2,7,2,500,Normal,210000
1458,RL,Crawfor,Pave,9042,7,9,1941,2340,4,2,9,1,252,Normal,266500
1459,RL,NAmes,Pave,9717,5,6,1950,1078,2,1,5,1,240,Normal,142125
1460,RL,Edwards,Pave,9937,5,6,1965,1256,3,1,6,1,276,Normal,147500
